"(Den Haag Centraal, Leiden Centraal, 12.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)","(Leiden Centraal, Heemstede-Aerdenhout, 13.0)","(Leiden Centraal, Heemstede-Aerdenhout, 13.0)","(Leiden Centraal, Heemstede-Aerdenhout, 13.0)","(Leiden Centraal, Heemstede-Aerdenhout, 13.0)","(Leiden Centraal, Schiphol Airport, 15.0)"
"(Rotterdam Centraal, Rotterdam Alexander, 8.0)","(Rotterdam Centraal, Rotterdam Alexander, 8.0)","(Dordrecht, Rotterdam Centraal, 17.0)","(Dordrecht, Rotterdam Centraal, 17.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Schiedam Centrum, Delft, 7.0)","(Delft, Den Haag Centraal, 13.0)","(Den Haag Centraal, Gouda, 18.0)"
"(Heemstede-Aerdenhout, Haarlem, 6.0)","(Heemstede-Aerdenhout, Haarlem, 6.0)","(Leiden Centraal, Heemstede-Aerdenhout, 13.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)","(Leiden Centraal, Schiphol Airport, 15.0)","(Leiden Centraal, Schiphol Airport, 15.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)","(Leiden Centraal, Alphen a/d Rijn, 14.0)"
"(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Schiedam Centrum, Delft, 7.0)","(Schiedam Centrum, Delft, 7.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Dordrecht, Rotterdam Centraal, 17.0)","(Dordrecht, Rotterdam Centraal, 17.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Rotterdam Centraal, Schiedam Centrum, 5.0)","(Dordrecht, Rotterdam Centraal, 17.0)","(Dordrecht, Rotterdam Centraal, 17.0)"
"(Amsterdam Centraal, Amsterdam Sloterdijk, 6.0)","(Amsterdam Sloterdijk, Zaandam, 6.0)","(Amsterdam Sloterdijk, Zaandam, 6.0)","(Amsterdam Sloterdijk, Zaandam, 6.0)","(Zaandam, Beverwijk, 25.0)","(Zaandam, Beverwijk, 25.0)","(Zaandam, Hoorn, 26.0)"
"(Zaandam, Hoorn, 26.0)","(Zaandam, Castricum, 12.0)","(Zaandam, Castricum, 12.0)","(Zaandam, Beverwijk, 25.0)","(Haarlem, Beverwijk, 16.0)","(Haarlem, Beverwijk, 16.0)"
"(Rotterdam Centraal, Rotterdam Alexander, 8.0)","(Rotterdam Centraal, Rotterdam Alexander, 8.0)","(Rotterdam Alexander, Gouda, 10.0)","(Den Haag Centraal, Gouda, 18.0)","(Delft, Den Haag Centraal, 13.0)","(Schiedam Centrum, Delft, 7.0)","(Schiedam Centrum, Delft, 7.0)","(Delft, Den Haag Centraal, 13.0)","(Delft, Den Haag Centraal, 13.0)","(Delft, Den Haag Centraal, 13.0)"
