Score
2981.89
2981.89
3138.53
3138.53
3138.53
3138.53
3147.53
3202.81
3420.53
3420.53
3471.81
3591.45
3921.53
3921.53
4084.17
4203.53
4203.53
4203.53
4203.53
4203.53
4324.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4341.89
4566.61
4566.61
4566.61
4914.69
4914.69
4914.69
4914.69
4914.69
4914.69
4914.69
4914.69
4914.69
5036.04
5036.04
5036.04
5151.4
5151.4
5151.4
5151.4
5151.4
5151.4
5151.4
5151.4
5151.4
5151.4
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5199.69
5220.69
5220.69
5220.69
5220.69
5220.69
5220.69
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5348.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5358.04
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5557.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5571.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5589.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5599.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5607.76
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5701.12
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
5795.48
